1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.177902 cmd_parse_build_commands: bind-key -T copy-mode-vi v { send-keys -X rectangle-toggle }
1744662588.177904 cmdq_get_command: [bind-key/0x559a326ccb30] group 2504
1744662588.177905 cmdq_append <global>: [bind-key/0x559a326ccb30]
1744662588.177907 yylex_token: end at WS
1744662588.177908 yylex_token: bind
1744662588.177910 yylex_token: end at WS
1744662588.177911 yylex_token: -Tcopy-mode-vi
1744662588.177912 yylex_token: end at WS
1744662588.177914 yylex_token: w
1744662588.177915 yylex_token: end at WS
1744662588.177916 yylex_token: send
1744662588.177917 yylex_token: end at WS
1744662588.177918 yylex_token: -X
1744662588.177920 yylex_token: end at WS
1744662588.177921 yylex_token: next-word
1744662588.177923 cmd_parse_build_commands 0:0: bind
1744662588.177924 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177925 cmd_parse_build_commands 0:2: w
1744662588.177927 cmd_parse_build_commands 0:3 0:0: send
1744662588.177928 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177930 cmd_parse_build_commands 0:3 0:2: next-word
1744662588.177931 cmd_parse_build_commands 0:0: send
1744662588.177933 cmd_parse_build_commands 0:1: -X
1744662588.177934 cmd_parse_build_commands 0:2: next-word
1744662588.177936 args_parse_flags: next -X
1744662588.177937 args_parse_flags: -X
1744662588.177938 args_parse_flags: next next-word
1744662588.177940 args_parse: flags end at 2 of 3
1744662588.177941 args_parse: 2 = next-word (type STRING)
1744662588.177943 cmd_parse_build_commands: send-keys -X next-word
1744662588.177945 args_parse_flags: next -Tcopy-mode-vi
1744662588.177946 args_parse_flag_argument: -T = copy-mode-vi
1744662588.177947 args_parse_flags: next w
1744662588.177948 args_parse: flags end at 2 of 4
1744662588.177950 args_parse: 2 = w (type STRING)
1744662588.177952 args_parse: 3 = send-keys -X next-word (type COMMANDS)
1744662588.177955 cmd_parse_build_commands: bind-key -T copy-mode-vi w { send-keys -X next-word }
1744662588.177957 cmdq_get_command: [bind-key/0x559a326cde70] group 2512
1744662588.177958 cmdq_append <global>: [bind-key/0x559a326cde70]
1744662588.177960 yylex_token: end at WS
1744662588.177961 yylex_token: bind
1744662588.177963 yylex_token: end at WS
1744662588.177964 yylex_token: -Tcopy-mode-vi
1744662588.177966 yylex_token: end at WS
1744662588.177967 yylex_token: {
1744662588.177968 yylex_token: end at WS
1744662588.177969 yylex_token: send
1744662588.177970 yylex_token: end at WS
1744662588.177972 yylex_token: -X
1744662588.177973 yylex_token: end at WS
1744662588.177974 yylex_token: previous-paragraph
1744662588.177976 cmd_parse_build_commands 0:0: bind
1744662588.177977 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.177979 cmd_parse_build_commands 0:2: {
1744662588.177980 cmd_parse_build_commands 0:3 0:0: send
1744662588.177982 cmd_parse_build_commands 0:3 0:1: -X
1744662588.177983 cmd_parse_build_commands 0:3 0:2: previous-paragraph
1744662588.177985 cmd_parse_build_commands 0:0: send
1744662588.177986 cmd_parse_build_commands 0:1: -X
1744662588.177987 cmd_parse_build_commands 0:2: previous-paragraph
1744662588.177989 args_parse_flags: next -X
1744662588.177992 args_parse_flags: -X
1744662588.177994 args_parse_flags: next previous-paragraph
1744662588.177995 args_parse: flags end at 2 of 3
1744662588.177997 args_parse: 2 = previous-paragraph (type STRING)
1744662588.177999 cmd_parse_build_commands: send-keys -X previous-paragraph
1744662588.178000 args_parse_flags: next -Tcopy-mode-vi
1744662588.178002 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178003 args_parse_flags: next {
1744662588.178004 args_parse: flags end at 2 of 4
1744662588.178005 args_parse: 2 = { (type STRING)
1744662588.178008 args_parse: 3 = send-keys -X previous-paragraph (type COMMANDS)
1744662588.178011 cmd_parse_build_commands: bind-key -T copy-mode-vi \\{ { send-keys -X previous-paragraph }
1744662588.178013 cmdq_get_command: [bind-key/0x559a326ce480] group 2520
1744662588.178014 cmdq_append <global>: [bind-key/0x559a326ce480]
1744662588.178018 yylex_token: end at WS
1744662588.178020 yylex_token: bind
1744662588.178021 yylex_token: end at WS
1744662588.178023 yylex_token: -Tcopy-mode-vi
1744662588.178024 yylex_token: end at WS
1744662588.178025 yylex_token: }
1744662588.178026 yylex_token: end at WS
1744662588.178028 yylex_token: send
1744662588.178029 yylex_token: end at WS
1744662588.178030 yylex_token: -X
1744662588.178032 yylex_token: end at WS
1744662588.178033 yylex_token: next-paragraph
1744662588.178034 cmd_parse_build_commands 0:0: bind
1744662588.178036 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178037 cmd_parse_build_commands 0:2: }
1744662588.178039 cmd_parse_build_commands 0:3 0:0: send
1744662588.178040 cmd_parse_build_commands 0:3 0:1: -X
1744662588.178041 cmd_parse_build_commands 0:3 0:2: next-paragraph
1744662588.178043 cmd_parse_build_commands 0:0: send
1744662588.178044 cmd_parse_build_commands 0:1: -X
1744662588.178046 cmd_parse_build_commands 0:2: next-paragraph
1744662588.178048 args_parse_flags: next -X
1744662588.178049 args_parse_flags: -X
1744662588.178050 args_parse_flags: next next-paragraph
1744662588.178052 args_parse: flags end at 2 of 3
1744662588.178053 args_parse: 2 = next-paragraph (type STRING)
1744662588.178055 cmd_parse_build_commands: send-keys -X next-paragraph
1744662588.178057 args_parse_flags: next -Tcopy-mode-vi
1744662588.178058 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178059 args_parse_flags: next }
1744662588.178061 args_parse: flags end at 2 of 4
1744662588.178062 args_parse: 2 = } (type STRING)
1744662588.178064 args_parse: 3 = send-keys -X next-paragraph (type COMMANDS)
1744662588.178067 cmd_parse_build_commands: bind-key -T copy-mode-vi \\} { send-keys -X next-paragraph }
1744662588.178069 cmdq_get_command: [bind-key/0x559a326ce9a0] group 2528
1744662588.178071 cmdq_append <global>: [bind-key/0x559a326ce9a0]
1744662588.178073 yylex_token: end at WS
1744662588.178074 yylex_token: bind
1744662588.178075 yylex_token: end at WS
1744662588.178076 yylex_token: -Tcopy-mode-vi
1744662588.178078 yylex_get_word: %
1744662588.178079 yylex_token: end at WS
1744662588.178080 yylex_token: send
1744662588.178082 yylex_token: end at WS
1744662588.178083 yylex_token: -X
1744662588.178084 yylex_token: end at WS
1744662588.178086 yylex_token: next-matching-bracket
1744662588.178100 cmd_parse_build_commands 0:0: bind
1744662588.178105 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178107 cmd_parse_build_commands 0:2: %
1744662588.178108 cmd_parse_build_commands 0:3 0:0: send
1744662588.178110 cmd_parse_build_commands 0:3 0:1: -X
1744662588.178111 cmd_parse_build_commands 0:3 0:2: next-matching-bracket
1744662588.178114 cmd_parse_build_commands 0:0: send
1744662588.178115 cmd_parse_build_commands 0:1: -X
1744662588.178116 cmd_parse_build_commands 0:2: next-matching-bracket
1744662588.178119 args_parse_flags: next -X
1744662588.178120 args_parse_flags: -X
1744662588.178122 args_parse_flags: next next-matching-bracket
1744662588.178123 args_parse: flags end at 2 of 3
1744662588.178125 args_parse: 2 = next-matching-bracket (type STRING)
1744662588.178128 cmd_parse_build_commands: send-keys -X next-matching-bracket
1744662588.178132 args_parse_flags: next -Tcopy-mode-vi
1744662588.178134 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178135 args_parse_flags: next %
1744662588.178137 args_parse: flags end at 2 of 4
1744662588.178138 args_parse: 2 = % (type STRING)
1744662588.178140 args_parse: 3 = send-keys -X next-matching-bracket (type COMMANDS)
1744662588.178144 cmd_parse_build_commands: bind-key -T copy-mode-vi \\% { send-keys -X next-matching-bracket }
1744662588.178146 cmdq_get_command: [bind-key/0x559a326cec10] group 2536
1744662588.178148 cmdq_append <global>: [bind-key/0x559a326cec10]
1744662588.178150 yylex_token: end at WS
1744662588.178152 yylex_token: bind
1744662588.178153 yylex_token: end at WS
1744662588.178155 yylex_token: -Tcopy-mode-vi
1744662588.178156 yylex_token: end at WS
1744662588.178157 yylex_token: Home
1744662588.178158 yylex_token: end at WS
1744662588.178160 yylex_token: send
1744662588.178161 yylex_token: end at WS
1744662588.178162 yylex_token: -X
1744662588.178164 yylex_token: end at WS
1744662588.178165 yylex_token: start-of-line
1744662588.178167 cmd_parse_build_commands 0:0: bind
1744662588.178168 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178169 cmd_parse_build_commands 0:2: Home
1744662588.178171 cmd_parse_build_commands 0:3 0:0: send
1744662588.178172 cmd_parse_build_commands 0:3 0:1: -X
1744662588.178174 cmd_parse_build_commands 0:3 0:2: start-of-line
1744662588.178175 cmd_parse_build_commands 0:0: send
1744662588.178177 cmd_parse_build_commands 0:1: -X
1744662588.178178 cmd_parse_build_commands 0:2: start-of-line
1744662588.178180 args_parse_flags: next -X
1744662588.178182 args_parse_flags: -X
1744662588.178183 args_parse_flags: next start-of-line
1744662588.178184 args_parse: flags end at 2 of 3
1744662588.178186 args_parse: 2 = start-of-line (type STRING)
1744662588.178188 cmd_parse_build_commands: send-keys -X start-of-line
1744662588.178189 args_parse_flags: next -Tcopy-mode-vi
1744662588.178191 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178192 args_parse_flags: next Home
1744662588.178193 args_parse: flags end at 2 of 4
1744662588.178194 args_parse: 2 = Home (type STRING)
1744662588.178197 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1744662588.178200 cmd_parse_build_commands: bind-key -T copy-mode-vi Home { send-keys -X start-of-line }
1744662588.178202 cmdq_get_command: [bind-key/0x559a326cf480] group 2544
1744662588.178203 cmdq_append <global>: [bind-key/0x559a326cf480]
1744662588.178207 yylex_token: end at WS
1744662588.178208 yylex_token: bind
1744662588.178210 yylex_token: end at WS
1744662588.178211 yylex_token: -Tcopy-mode-vi
1744662588.178212 yylex_token: end at WS
1744662588.178214 yylex_token: End
1744662588.178215 yylex_token: end at WS
1744662588.178216 yylex_token: send
1744662588.178218 yylex_token: end at WS
1744662588.178219 yylex_token: -X
1744662588.178220 yylex_token: end at WS
1744662588.178222 yylex_token: end-of-line
1744662588.178223 cmd_parse_build_commands 0:0: bind
1744662588.178225 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178226 cmd_parse_build_commands 0:2: End
1744662588.178228 cmd_parse_build_commands 0:3 0:0: send
1744662588.178229 cmd_parse_build_commands 0:3 0:1: -X
1744662588.178230 cmd_parse_build_commands 0:3 0:2: end-of-line
1744662588.178232 cmd_parse_build_commands 0:0: send
1744662588.178233 cmd_parse_build_commands 0:1: -X
1744662588.178235 cmd_parse_build_commands 0:2: end-of-line
1744662588.178237 args_parse_flags: next -X
1744662588.178238 args_parse_flags: -X
1744662588.178240 args_parse_flags: next end-of-line
1744662588.178241 args_parse: flags end at 2 of 3
1744662588.178242 args_parse: 2 = end-of-line (type STRING)
1744662588.178244 cmd_parse_build_commands: send-keys -X end-of-line
1744662588.178246 args_parse_flags: next -Tcopy-mode-vi
1744662588.178247 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178248 args_parse_flags: next End
1744662588.178250 args_parse: flags end at 2 of 4
1744662588.178251 args_parse: 2 = End (type STRING)
1744662588.178255 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1744662588.178258 cmd_parse_build_commands: bind-key -T copy-mode-vi End { send-keys -X end-of-line }
1744662588.178260 cmdq_get_command: [bind-key/0x559a326cfcd0] group 2552
1744662588.178262 cmdq_append <global>: [bind-key/0x559a326cfcd0]
1744662588.178264 yylex_token: end at WS
1744662588.178265 yylex_token: bind
1744662588.178266 yylex_token: end at WS
1744662588.178268 yylex_token: -Tcopy-mode-vi
1744662588.178269 yylex_token: end at WS
1744662588.178270 yylex_token: MouseDown1Pane
1744662588.178272 yylex_token: end at WS
1744662588.178273 yylex_token: select-pane
1744662588.178275 cmd_parse_build_commands 0:0: bind
1744662588.178276 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178278 cmd_parse_build_commands 0:2: MouseDown1Pane
1744662588.178279 cmd_parse_build_commands 0:3 0:0: select-pane
1744662588.178281 cmd_parse_build_commands 0:0: select-pane
1744662588.178283 args_parse: flags end at 1 of 1
1744662588.178285 cmd_parse_build_commands: select-pane
1744662588.178287 args_parse_flags: next -Tcopy-mode-vi
1744662588.178288 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178289 args_parse_flags: next MouseDown1Pane
1744662588.178291 args_parse: flags end at 2 of 4
1744662588.178292 args_parse: 2 = MouseDown1Pane (type STRING)
1744662588.178293 args_parse: 3 = select-pane (type COMMANDS)
1744662588.178296 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDown1Pane { select-pane }
1744662588.178298 cmdq_get_command: [bind-key/0x559a326d00e0] group 2560
1744662588.178300 cmdq_append <global>: [bind-key/0x559a326d00e0]
1744662588.178302 yylex_token: end at WS
1744662588.178303 yylex_token: bind
1744662588.178304 yylex_token: end at WS
1744662588.178306 yylex_token: -Tcopy-mode-vi
1744662588.178307 yylex_token: end at WS
1744662588.178308 yylex_token: MouseDrag1Pane
1744662588.178310 yylex_token: end at ;
1744662588.178311 yylex_token: select-pane
1744662588.178312 yylex_token: end at WS
1744662588.178314 yylex_token: send
1744662588.178315 yylex_token: end at WS
1744662588.178316 yylex_token: -X
1744662588.178317 yylex_token: end at WS
1744662588.178319 yylex_token: begin-selection
1744662588.178320 cmd_parse_build_commands 0:0: bind
1744662588.178322 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178323 cmd_parse_build_commands 0:2: MouseDrag1Pane
1744662588.178325 cmd_parse_build_commands 0:3 0:0: select-pane
1744662588.178326 cmd_parse_build_commands 0:3 1:0: send
1744662588.178328 cmd_parse_build_commands 0:3 1:1: -X
1744662588.178329 cmd_parse_build_commands 0:3 1:2: begin-selection
1744662588.178331 cmd_parse_build_commands 0:0: select-pane
1744662588.178332 cmd_parse_build_commands 1:0: send
1744662588.178333 cmd_parse_build_commands 1:1: -X
1744662588.178335 cmd_parse_build_commands 1:2: begin-selection
1744662588.178337 args_parse: flags end at 1 of 1
1744662588.178339 args_parse_flags: next -X
1744662588.178341 args_parse_flags: -X
1744662588.178342 args_parse_flags: next begin-selection
1744662588.178343 args_parse: flags end at 2 of 3
1744662588.178345 args_parse: 2 = begin-selection (type STRING)
1744662588.178347 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1744662588.178348 args_parse_flags: next -Tcopy-mode-vi
1744662588.178350 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178351 args_parse_flags: next MouseDrag1Pane
1744662588.178352 args_parse: flags end at 2 of 4
1744662588.178354 args_parse: 2 = MouseDrag1Pane (type STRING)
1744662588.178356 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1744662588.178360 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1744662588.178362 cmdq_get_command: [bind-key/0x559a326d0ba0] group 2568
1744662588.178363 cmdq_append <global>: [bind-key/0x559a326d0ba0]
1744662588.178367 yylex_token: end at WS
1744662588.178368 yylex_token: bind
1744662588.178370 yylex_token: end at WS
1744662588.178371 yylex_token: -Tcopy-mode-vi
1744662588.178372 yylex_token: end at WS
1744662588.178376 yylex_token: MouseDragEnd1Pane
1744662588.178377 yylex_token: end at WS
1744662588.178378 yylex_token: send
1744662588.178379 yylex_token: end at WS
1744662588.178380 yylex_token: -X
1744662588.178382 yylex_token: end at WS
1744662588.178383 yylex_token: copy-pipe-and-cancel
1744662588.178385 cmd_parse_build_commands 0:0: bind
1744662588.178386 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1744662588.178388 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1744662588.178389 cmd_parse_build_commands 0:3 0:0: send
1744662588.178391 cmd_parse_build_commands 0:3 0:1: -X
1744662588.178392 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1744662588.178394 cmd_parse_build_commands 0:0: send
1744662588.178395 cmd_parse_build_commands 0:1: -X
1744662588.178397 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1744662588.178399 args_parse_flags: next -X
1744662588.178400 args_parse_flags: -X
1744662588.178401 args_parse_flags: next copy-pipe-and-cancel
1744662588.178403 args_parse: flags end at 2 of 3
1744662588.178404 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1744662588.178407 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1744662588.178408 args_parse_flags: next -Tcopy-mode-vi
1744662588.178409 args_parse_flag_argument: -T = copy-mode-vi
1744662588.178411 args_parse_flags: next MouseDragEnd1Pane
1744662588.178412 args_parse: flags end at 2 of 4
1744662588.178414 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1744662588.178416 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1744662588.178419 cmd_parse_build_commands: bind-key -T copy-mode-vi MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1744662588.178421 cmdq_get_command: [bind-key/0x559a326d0db0] group 2577
1744662588.178423 cmdq_append <global>: [bind-key/0x559a326d0db0]
